"endTime","artistName","trackName","msPlayed","danceability","energy","valence","loudness","instrumentalness","day_of_week","time_of_day","session_id","listener_category","mood"
2023-10-14 04:51:00,"Lustra","Scotty Doesn't Know",47808,0.317,0.887,0.544,-4.525,9.23e-06,"Saturday","Night",11,"Occasional Listeners","Balanced, Neutral, Easy-going"
2023-10-14 17:42:00,"Taylor Swift","The Man",23589,0.426,0.41,0.263,-9.083,0,"Saturday","Afternoon",12,"Super Listeners","Somber, Reflective, Wistful"
2023-10-14 17:46:00,"Taylor Swift","The Other Side Of The Door (Taylor’s Version)",233493,0.432,0.873,0.629,-4.367,0,"Saturday","Afternoon",12,"Super Listeners","Confident, Empowered, Motivational"
2023-10-14 18:47:00,"Taylor Swift","Timeless (Taylor’s Version) (From The Vault)",321396,0.629,0.578,0.651,-5.806,0,"Saturday","Evening",13,"Super Listeners","Fun, Playful, Lively"
2023-10-14 18:48:00,"Conan Gray","Wish You Were Sober",15340,0.701,0.728,0.696,-5.226,0,"Saturday","Evening",13,"Light Listeners","Happy, Energetic, Uplifting"
2023-10-14 19:53:00,"Taylor Swift","Welcome To New York",212600,0.76,0.602,0.685,-4.871,0.000133,"Saturday","Evening",14,"Super Listeners","Confident, Empowered, Motivational"
2023-10-14 19:56:00,"Taylor Swift","Blank Space",231826,0.753,0.678,0.583,-5.421,1.64e-06,"Saturday","Evening",14,"Super Listeners","Confident, Empowered, Motivational"
2023-10-14 20:01:00,"Taylor Swift","Clean",271000,0.782,0.379,0.267,-8.964,2.98e-05,"Saturday","Evening",14,"Super Listeners","Somber, Reflective, Wistful"
2023-10-14 20:05:00,"Taylor Swift","Out Of The Woods",235800,0.544,0.884,0.184,-5.973,0.000134,"Saturday","Evening",14,"Super Listeners","Anxious, Intense, Agitated"
2023-10-14 20:08:00,"Taylor Swift","I Know Places",195706,0.572,0.807,0.626,-5.348,0,"Saturday","Evening",14,"Super Listeners","Happy, Energetic, Uplifting"
2023-10-14 20:12:00,"Taylor Swift","Wonderland",245560,0.387,0.703,0.32,-5.956,1.1e-05,"Saturday","Evening",14,"Super Listeners","Balanced, Neutral, Easy-going"
2023-10-14 20:16:00,"Taylor Swift","New Romantics",230466,0.653,0.848,0.724,-5.936,4.24e-06,"Saturday","Evening",14,"Super Listeners","Happy, Energetic, Uplifting"
2023-10-14 20:20:00,"Taylor Swift","Wildest Dreams",220440,0.587,0.663,0.539,-7.439,9.95e-05,"Saturday","Evening",14,"Super Listeners","Confident, Empowered, Motivational"
2023-10-14 20:23:00,"Taylor Swift","Bad Blood",211933,0.604,0.644,0.197,-6.931,0,"Saturday","Evening",14,"Super Listeners","Anxious, Intense, Agitated"
2023-10-14 20:28:00,"Taylor Swift","How You Get The Girl",247533,0.761,0.67,0.519,-5.956,1.08e-05,"Saturday","Evening",14,"Super Listeners","Confident, Empowered, Motivational"
2023-10-14 20:31:00,"Taylor Swift","Shake It Off",219200,0.647,0.785,0.943,-5.414,0,"Saturday","Evening",14,"Super Listeners","Happy, Energetic, Uplifting"
2023-10-14 20:35:00,"Taylor Swift","Style",231000,0.514,0.821,0.298,-4.803,0.0232,"Saturday","Evening",14,"Super Listeners","Anxious, Intense, Agitated"
2023-10-14 20:40:00,"Taylor Swift","You Are In Love",267106,0.554,0.509,0.401,-9.403,2.08e-06,"Saturday","Evening",14,"Super Listeners","Content, Peaceful, Reflective"
2023-10-14 20:41:00,"Taylor Swift","I Wish You Would",101613,0.671,0.853,0.523,-6.568,9.48e-06,"Saturday","Evening",14,"Super Listeners","Confident, Empowered, Motivational"
2023-10-14 20:44:00,"Taylor Swift","All You Had To Do Was Stay",193293,0.589,0.713,0.54,-5.614,0,"Saturday","Evening",14,"Super Listeners","Confident, Empowered, Motivational"
2023-10-14 20:48:00,"Taylor Swift","Gorgeous",209680,0.8,0.535,0.451,-6.684,9.48e-06,"Saturday","Evening",14,"Super Listeners","Content, Peaceful, Reflective"
2023-10-14 20:49:00,"Olivia Rodrigo","get him back!",55610,0.553,0.847,0.733,-5.736,0,"Saturday","Evening",14,"Super Listeners","Happy, Energetic, Uplifting"
2023-10-14 20:53:00,"Taylor Swift","How You Get The Girl",246276,0.761,0.67,0.519,-5.956,1.08e-05,"Saturday","Evening",14,"Super Listeners","Confident, Empowered, Motivational"
2023-10-14 20:57:00,"Taylor Swift","Shake It Off",219200,0.647,0.785,0.943,-5.414,0,"Saturday","Evening",14,"Super Listeners","Happy, Energetic, Uplifting"
2023-10-14 21:23:00,"Taylor Swift","Clean",45310,0.782,0.379,0.267,-8.964,2.98e-05,"Saturday","Evening",14,"Super Listeners","Somber, Reflective, Wistful"
2023-10-14 23:45:00,"Taylor Swift","End Game",244710,0.649,0.589,0.151,-6.237,0,"Saturday","LateNight",15,"Super Listeners","Anxious, Intense, Agitated"
2023-10-14 23:49:00,"Taylor Swift","The Other Side Of The Door (Taylor’s Version)",238266,0.432,0.873,0.629,-4.367,0,"Saturday","LateNight",15,"Super Listeners","Confident, Empowered, Motivational"
2023-10-14 23:50:00,"Taylor Swift","Don’t Blame Me",67791,0.615,0.534,0.193,-6.719,1.76e-05,"Saturday","LateNight",15,"Super Listeners","Anxious, Intense, Agitated"
2023-10-14 23:54:00,"Taylor Swift","The Very First Night (Taylor's Version) (From The Vault)",200165,0.678,0.733,0.581,-5.025,0,"Saturday","LateNight",15,"Super Listeners","Confident, Empowered, Motivational"
2023-10-14 23:56:00,"Taylor Swift","Bejeweled",110122,0.687,0.551,0.443,-9.202,0.000143,"Saturday","LateNight",15,"Super Listeners","Content, Peaceful, Reflective"
2023-10-15,"Taylor Swift","If This Was A Movie (Taylor’s Version)",236896,0.471,0.699,0.234,-3.745,0,"Sunday","Night",15,"Super Listeners","Anxious, Intense, Agitated"
2023-10-15 00:04:00,"Taylor Swift","august",261711,0.532,0.623,0.403,-9.208,7.28e-05,"Sunday","Night",15,"Super Listeners","Fun, Playful, Lively"
2023-10-15 00:05:00,"Taylor Swift","This Love (Taylor’s Version)",70534,0.47,0.494,0.0524,-8.672,0,"Sunday","Night",15,"Super Listeners","Somber, Reflective, Wistful"
2023-10-15 00:07:00,"Taylor Swift","willow",91417,0.392,0.574,0.529,-9.195,0.00179,"Sunday","Night",15,"Super Listeners","Relaxed, Positive, Easy-going"
2023-10-15 00:10:00,"Taylor Swift","False God",200291,0.739,0.32,0.351,-10.862,0.000147,"Sunday","Night",15,"Super Listeners","Somber, Reflective, Wistful"
2023-10-15 00:13:00,"Taylor Swift","Teardrops On My Guitar - Radio Single Remix",202910,0.621,0.417,0.289,-6.941,0,"Sunday","Night",15,"Super Listeners","Somber, Reflective, Wistful"
2023-10-15 00:18:00,"Taylor Swift","When Emma Falls in Love (Taylor’s Version) (From The Vault)",251164,0.524,0.759,0.234,-4.714,0,"Sunday","Night",15,"Super Listeners","Anxious, Intense, Agitated"
2023-10-15 00:21:00,"Taylor Swift","Anti-Hero",200616,0.633,0.648,0.49,-6.645,2.62e-06,"Sunday","Night",15,"Super Listeners","Fun, Playful, Lively"
2023-10-15 05:45:00,"Taylor Swift","The Lucky One (Taylor's Version)",212946,0.686,0.571,0.538,-7.138,0,"Sunday","Night",16,"Super Listeners","Content, Peaceful, Reflective"
2023-10-15 16:44:00,"Taylor Swift","The Lucky One (Taylor's Version)",25115,0.686,0.571,0.538,-7.138,0,"Sunday","Afternoon",17,"Super Listeners","Content, Peaceful, Reflective"
2023-10-15 16:49:00,"Taylor Swift","Haunted (Taylor's Version)",245413,0.44,0.916,0.371,-1.927,0,"Sunday","Afternoon",17,"Super Listeners","Balanced, Neutral, Easy-going"
2023-10-15 16:53:00,"Taylor Swift","Fearless (Taylor’s Version)",241591,0.569,0.741,0.43,-4.963,0,"Sunday","Afternoon",17,"Super Listeners","Fun, Playful, Lively"
2023-10-15 16:56:00,"Taylor Swift","The Outside",148459,0.589,0.805,0.591,-4.055,0,"Sunday","Afternoon",17,"Super Listeners","Confident, Empowered, Motivational"
2023-10-15 19:03:00,"Taylor Swift","How You Get The Girl",248314,0.761,0.67,0.519,-5.956,1.08e-05,"Sunday","Evening",18,"Super Listeners","Confident, Empowered, Motivational"
2023-10-15 19:27:00,"Taylor Swift","Fearless (Taylor’s Version)",241591,0.569,0.741,0.43,-4.963,0,"Sunday","Evening",18,"Super Listeners","Fun, Playful, Lively"
2023-10-15 19:37:00,"Taylor Swift","Love Story (Taylor’s Version)",103568,0.626,0.79,0.416,-4.302,3.97e-06,"Sunday","Evening",18,"Super Listeners","Fun, Playful, Lively"
2023-10-15 19:41:00,"Taylor Swift","Blank Space",231826,0.753,0.678,0.583,-5.421,1.64e-06,"Sunday","Evening",18,"Super Listeners","Confident, Empowered, Motivational"
2023-10-15 19:49:00,"Taylor Swift","Gorgeous",209680,0.8,0.535,0.451,-6.684,9.48e-06,"Sunday","Evening",18,"Super Listeners","Content, Peaceful, Reflective"
2023-10-15 19:53:00,"Taylor Swift","Hits Different",234466,0.666,0.786,0.261,-6.556,3.34e-06,"Sunday","Evening",18,"Super Listeners","Anxious, Intense, Agitated"
2023-10-15 19:57:00,"Taylor Swift","Starlight (Taylor's Version)",220413,0.628,0.685,0.605,-5.864,0,"Sunday","Evening",18,"Super Listeners","Confident, Empowered, Motivational"
2023-10-15 20:00:00,"Taylor Swift","Shake It Off",219200,0.647,0.785,0.943,-5.414,0,"Sunday","Evening",18,"Super Listeners","Happy, Energetic, Uplifting"
2023-10-15 20:04:00,"Taylor Swift","I Know Places",195706,0.572,0.807,0.626,-5.348,0,"Sunday","Evening",18,"Super Listeners","Happy, Energetic, Uplifting"
2023-10-15 20:08:00,"Taylor Swift","Wonderland",245560,0.387,0.703,0.32,-5.956,1.1e-05,"Sunday","Evening",18,"Super Listeners","Balanced, Neutral, Easy-going"
2023-10-15 20:12:00,"Taylor Swift","How You Get The Girl",247533,0.761,0.67,0.519,-5.956,1.08e-05,"Sunday","Evening",18,"Super Listeners","Confident, Empowered, Motivational"
2023-10-15 20:15:00,"Taylor Swift","Our Song",201106,0.668,0.672,0.539,-4.931,0,"Sunday","Evening",18,"Super Listeners","Confident, Empowered, Motivational"
2023-10-15 20:19:00,"Taylor Swift","Love Story (Taylor’s Version)",235766,0.626,0.79,0.416,-4.302,3.97e-06,"Sunday","Evening",18,"Super Listeners","Fun, Playful, Lively"
2023-10-15 20:23:00,"Taylor Swift","New Romantics",230466,0.653,0.848,0.724,-5.936,4.24e-06,"Sunday","Evening",18,"Super Listeners","Happy, Energetic, Uplifting"
2023-10-15 20:27:00,"Taylor Swift","...Ready For It?",208186,0.613,0.764,0.417,-6.509,0,"Sunday","Evening",18,"Super Listeners","Fun, Playful, Lively"
2023-10-15 20:30:00,"Taylor Swift","You Belong With Me (Taylor’s Version)",231124,0.632,0.773,0.474,-4.856,0,"Sunday","Evening",18,"Super Listeners","Fun, Playful, Lively"
2023-10-15 20:35:00,"Taylor Swift","Sparks Fly (Taylor’s Version)",261230,0.605,0.769,0.366,-2.413,0,"Sunday","Evening",18,"Super Listeners","Balanced, Neutral, Easy-going"
2023-10-15 20:39:00,"Taylor Swift","Lavender Haze",32912,0.735,0.449,0.0955,-10.56,0.00126,"Sunday","Evening",18,"Super Listeners","Somber, Reflective, Wistful"
2023-10-15 20:44:00,"Taylor Swift","The Story Of Us (Taylor's Version)",267653,0.516,0.784,0.552,-2.636,0,"Sunday","Evening",18,"Super Listeners","Confident, Empowered, Motivational"
2023-10-15 20:48:00,"Taylor Swift","Bad Blood",200106,0.604,0.644,0.197,-6.931,0,"Sunday","Evening",18,"Super Listeners","Anxious, Intense, Agitated"
2023-10-15 20:58:00,"Taylor Swift","Fearless (Taylor’s Version)",186536,0.569,0.741,0.43,-4.963,0,"Sunday","Evening",18,"Super Listeners","Fun, Playful, Lively"
2023-10-15 20:59:00,"Lustra","Scotty Doesn't Know",57685,0.317,0.887,0.544,-4.525,9.23e-06,"Sunday","Evening",18,"Occasional Listeners","Balanced, Neutral, Easy-going"
2023-10-15 21:02:00,"The Rembrandts","I'll Be There for You - Theme From ""Friends""",156437,0.32,0.917,0.715,-5.903,0,"Sunday","Evening",18,"Light Listeners","Balanced, Neutral, Easy-going"
2023-10-15 21:05:00,"Taylor Swift","Cruel Summer",178426,0.552,0.702,0.564,-5.707,2.06e-05,"Sunday","Evening",18,"Super Listeners","Confident, Empowered, Motivational"
2023-10-16 16:25:00,"Taylor Swift","How You Get The Girl",424898,0.761,0.67,0.519,-5.956,1.08e-05,"Monday","Afternoon",19,"Super Listeners","Confident, Empowered, Motivational"
2023-10-16 16:29:00,"Taylor Swift","I Know Places",28174,0.572,0.807,0.626,-5.348,0,"Monday","Afternoon",19,"Super Listeners","Happy, Energetic, Uplifting"
2023-10-16 16:29:00,"Taylor Swift","Lavender Haze",202395,0.735,0.449,0.0955,-10.56,0.00126,"Monday","Afternoon",19,"Super Listeners","Somber, Reflective, Wistful"
2023-10-16 18:06:00,"Taylor Swift","I Know Places",168523,0.572,0.807,0.626,-5.348,0,"Monday","Evening",20,"Super Listeners","Happy, Energetic, Uplifting"
2023-10-16 18:10:00,"Taylor Swift","Shake It Off",219200,0.647,0.785,0.943,-5.414,0,"Monday","Evening",20,"Super Listeners","Happy, Energetic, Uplifting"
2023-10-16 18:17:00,"Taylor Swift","Blank Space",231826,0.753,0.678,0.583,-5.421,1.64e-06,"Monday","Evening",20,"Super Listeners","Confident, Empowered, Motivational"
2023-10-16 18:58:00,"Taylor Swift","Style",219684,0.514,0.821,0.298,-4.803,0.0232,"Monday","Evening",21,"Super Listeners","Anxious, Intense, Agitated"
2023-10-16 19:03:00,"Taylor Swift","Clean",271000,0.782,0.379,0.267,-8.964,2.98e-05,"Monday","Evening",21,"Super Listeners","Somber, Reflective, Wistful"
2023-10-16 19:06:00,"Taylor Swift","All You Had To Do Was Stay",193293,0.589,0.713,0.54,-5.614,0,"Monday","Evening",21,"Super Listeners","Confident, Empowered, Motivational"
2023-10-16 19:10:00,"Taylor Swift","Out Of The Woods",235800,0.544,0.884,0.184,-5.973,0.000134,"Monday","Evening",21,"Super Listeners","Anxious, Intense, Agitated"
2023-10-16 19:14:00,"Taylor Swift","Wonderland",245560,0.387,0.703,0.32,-5.956,1.1e-05,"Monday","Evening",21,"Super Listeners","Balanced, Neutral, Easy-going"
2023-10-16 19:18:00,"Taylor Swift","Style",231000,0.514,0.821,0.298,-4.803,0.0232,"Monday","Evening",21,"Super Listeners","Anxious, Intense, Agitated"
2023-10-16 19:22:00,"Taylor Swift","You Are In Love",267106,0.554,0.509,0.401,-9.403,2.08e-06,"Monday","Evening",21,"Super Listeners","Content, Peaceful, Reflective"
2023-10-16 19:26:00,"Taylor Swift","Shake It Off",219200,0.647,0.785,0.943,-5.414,0,"Monday","Evening",21,"Super Listeners","Happy, Energetic, Uplifting"
2023-10-16 19:29:00,"Taylor Swift","I Wish You Would",207440,0.671,0.853,0.523,-6.568,9.48e-06,"Monday","Evening",21,"Super Listeners","Confident, Empowered, Motivational"
2023-10-16 19:33:00,"Taylor Swift","Blank Space",231826,0.753,0.678,0.583,-5.421,1.64e-06,"Monday","Evening",21,"Super Listeners","Confident, Empowered, Motivational"
2023-10-16 19:37:00,"Taylor Swift","How You Get The Girl",247533,0.761,0.67,0.519,-5.956,1.08e-05,"Monday","Evening",21,"Super Listeners","Confident, Empowered, Motivational"
2023-10-16 19:38:00,"Taylor Swift","Wildest Dreams",30828,0.587,0.663,0.539,-7.439,9.95e-05,"Monday","Evening",21,"Super Listeners","Confident, Empowered, Motivational"
2023-10-16 19:38:00,"Taylor Swift","Welcome To New York",11136,0.76,0.602,0.685,-4.871,0.000133,"Monday","Evening",21,"Super Listeners","Confident, Empowered, Motivational"
2023-10-16 22:36:00,"Taylor Swift","All You Had To Do Was Stay",82346,0.589,0.713,0.54,-5.614,0,"Monday","LateNight",22,"Super Listeners","Confident, Empowered, Motivational"
2023-10-16 22:40:00,"Taylor Swift","How You Get The Girl",186282,0.761,0.67,0.519,-5.956,1.08e-05,"Monday","LateNight",22,"Super Listeners","Confident, Empowered, Motivational"
2023-10-16 22:44:00,"Taylor Swift","Bad Blood",211933,0.604,0.644,0.197,-6.931,0,"Monday","LateNight",22,"Super Listeners","Anxious, Intense, Agitated"
2023-10-16 22:47:00,"Taylor Swift","Welcome To New York",212600,0.76,0.602,0.685,-4.871,0.000133,"Monday","LateNight",22,"Super Listeners","Confident, Empowered, Motivational"
2023-10-16 22:55:00,"Taylor Swift","This Love",250093,0.47,0.494,0.0524,-8.672,0,"Monday","LateNight",22,"Super Listeners","Somber, Reflective, Wistful"
2023-10-16 23:00:00,"Taylor Swift","Clean",271000,0.782,0.379,0.267,-8.964,2.98e-05,"Monday","LateNight",22,"Super Listeners","Somber, Reflective, Wistful"
2023-10-16 23:04:00,"Taylor Swift","Style",231000,0.514,0.821,0.298,-4.803,0.0232,"Monday","LateNight",22,"Super Listeners","Anxious, Intense, Agitated"
2023-10-16 23:08:00,"Taylor Swift","Out Of The Woods",132626,0.544,0.884,0.184,-5.973,0.000134,"Monday","LateNight",22,"Super Listeners","Anxious, Intense, Agitated"
2023-10-16 23:12:00,"Taylor Swift","Mary's Song (Oh My My My)",213080,0.403,0.627,0.374,-5.28,0,"Monday","LateNight",22,"Super Listeners","Balanced, Neutral, Easy-going"
2023-10-16 23:16:00,"Taylor Swift","Tied Together with a Smile",248106,0.479,0.578,0.192,-4.963,0,"Monday","LateNight",22,"Super Listeners","Anxious, Intense, Agitated"
2023-10-16 23:20:00,"Taylor Swift","Tim McGraw",232106,0.58,0.491,0.425,-6.462,0,"Monday","LateNight",22,"Super Listeners","Content, Peaceful, Reflective"
2023-10-16 23:24:00,"Taylor Swift","Stay Beautiful",224161,0.594,0.629,0.504,-4.919,0,"Monday","LateNight",22,"Super Listeners","Confident, Empowered, Motivational"
2023-10-16 23:27:00,"Taylor Swift","The Outside",169258,0.589,0.805,0.591,-4.055,0,"Monday","LateNight",22,"Super Listeners","Confident, Empowered, Motivational"
